time,lat1,lon1,lat2,lon2,received_rssi,received_snr
1718304078,37.80261993408203,-122.372963,37.68852393,-122.4091023,-116,-10.80000019
1718303951,37.80855941772461,-122.3669891,37.68852393,-122.4091023,-120,-11.19999981
1718241261,37.80260467529297,-122.2925415,37.68852393,-122.4091023,-110,-5.800000191
1718241242,37.80279541015625,-122.2861404,37.68852393,-122.4091023,-108,-8.0
1718315487,37.80430603027344,-122.3714676,37.70026725,-122.4969421,-116,-11.80000019
1718304053,37.80435180664063,-122.371109,37.70026725,-122.4969421,-112,-9.800000191
1718303771,37.81523132324219,-122.359024,37.70026725,-122.4969421,-113,-7.800000191
1718303746,37.818634033203125,-122.3524323,37.70026725,-122.4969421,-118,-13.5
1718241236,37.80226135253906,-122.2842102,37.70026725,-122.4969421,-114,-11.0
1718315628,37.819278717041016,-122.347084,37.71651748,-122.402513,-120,-15.0
1718302740,37.86739730834961,-122.3047333,37.71651748,-122.402513,-119,-8.800000191
1718241735,37.86375427246094,-122.3027191,37.71651748,-122.402513,-122,-13.80000019
1718314436,37.770973205566406,-122.4057922,37.74639525,-122.4251249,-123,-12.5
1718314430,37.77090835571289,-122.4057465,37.74639525,-122.4251249,-128,-17.20000076
1718304162,37.78709030151367,-122.3897171,37.74639525,-122.4251249,-121,-10.80000019
1718304143,37.79067993164063,-122.3858719,37.74639525,-122.4251249,-119,-9.5
1718304316,37.76953506469727,-122.4118118,37.74745331,-122.4352187,-132,-16.20000076
1718314423,37.77082824707031,-122.4057007,37.74745331,-122.4352187,-129,-15.80000019
1718315045,37.78105163574219,-122.3975296,37.74745331,-122.4352187,-130,-14.80000019
1718304194,37.78205871582031,-122.396759,37.74745331,-122.4352187,-129,-15.5
1718304187,37.78327178955078,-122.3952103,37.74745331,-122.4352187,-128,-12.0
1718315166,37.78390884399414,-122.3941498,37.74745331,-122.4352187,-128,-13.0
1718304174,37.78519821166992,-122.3923492,37.74745331,-122.4352187,-129,-12.0
1718304149,37.78954315185547,-122.3870773,37.74745331,-122.4352187,-127,-12.5
1718315627,37.819278717041016,-122.347084,37.74745331,-122.4352187,-129,-15.80000019
1718315653,37.82038116455078,-122.339592,37.74745331,-122.4352187,-132,-16.5
1718304297,37.76897430419922,-122.4074402,37.76057788,-122.4109852,-123,-12.5
1718314392,37.77067947387695,-122.405632,37.76057788,-122.4109852,-120,-14.19999981
1718314385,37.77058029174805,-122.4055862,37.76057788,-122.4109852,-120,-12.5
1718304598,37.77500915527344,-122.4304047,37.7730539,-122.4302848,-106,3.0
1718313898,37.77386093139648,-122.4315872,37.77432818,-122.4294285,-99,8.800000190734863
1718304592,37.77505493164063,-122.429924,37.77432818,-122.4294285,-113,-3.0
1718304579,37.77523040771485,-122.4285965,37.77432818,-122.4294285,-80,11.0
1718313937,37.774295806884766,-122.42836,37.77432818,-122.4294285,-92,8.0
1718313950,37.77442932128906,-122.4273224,37.77432818,-122.4294285,-102,4.5
1718313962,37.77445602416992,-122.4271164,37.77432818,-122.4294285,-107,1.2000000476837158
1718304560,37.77544403076172,-122.4266357,37.77432818,-122.4294285,-100,6.5
1718304553,37.77549743652344,-122.4260025,37.77432818,-122.4294285,-110,-1.0
1718313994,37.77459716796875,-122.4258881,37.77432818,-122.4294285,-107,2.799999952316284
1718314000,37.77463150024414,-122.425499,37.77432818,-122.4294285,-110,0.5
1718314007,37.77471160888672,-122.4250031,37.77432818,-122.4294285,-114,-5.0
1718314033,37.77471923828125,-122.4248657,37.77432818,-122.4294285,-115,-3.799999952
1718314027,37.77472305297852,-122.4248657,37.77432818,-122.4294285,-113,-2.799999952
1718314046,37.774715423583984,-122.4248581,37.77432818,-122.4294285,-115,-4.5
1718304540,37.77563095092773,-122.4244232,37.77432818,-122.4294285,-107,0.2000000029802322
1718314071,37.77447509765625,-122.424202,37.77432818,-122.4294285,-117,-7.0
1718314077,37.774322509765625,-122.4241562,37.77432818,-122.4294285,-119,-8.5
1718314084,37.77424240112305,-122.4241409,37.77432818,-122.4294285,-125,-15.0
1718304514,37.77384185791016,-122.4238586,37.77432818,-122.4294285,-124,-15.0
1718304501,37.77366638183594,-122.4238434,37.77432818,-122.4294285,-115,-6.199999809
1718304508,37.77367782592773,-122.4238434,37.77432818,-122.4294285,-119,-8.800000191
1718304482,37.77305984,-122.4236984,37.77432818,-122.4294285,-116,-5.800000191
1718304457,37.77262878417969,-122.4236298,37.77432818,-122.4294285,-124,-13.80000019
1718314135,37.77147674560547,-122.4232178,37.77432818,-122.4294285,-110,-0.5
1718304309,37.76937484741211,-122.4104462,37.77432818,-122.4294285,-114,-6.199999809
1718314538,37.77208328,-122.4064407,37.77432818,-122.4294285,-126,-15.5
1718314628,37.77409362792969,-122.4062958,37.77432818,-122.4294285,-127,-17.20000076
1718314430,37.77090835571289,-122.4057465,37.77432818,-122.4294285,-124,-14.5
1718314423,37.77082824707031,-122.4057007,37.77432818,-122.4294285,-123,-12.19999981
1718314398,37.77070236206055,-122.4056396,37.77432818,-122.4294285,-122,-11.80000019
1718314276,37.76938247680664,-122.4055328,37.77432818,-122.4294285,-118,-8.0
1718314296,37.76983642578125,-122.4054108,37.77432818,-122.4294285,-119,-8.800000191
1718304245,37.77495193481445,-122.4063339,37.77620418,-122.4172831,-112,-16.79999924
1718314417,37.770774841308594,-122.4056778,37.77620418,-122.4172831,-112,-13.80000019
1718314692,37.77571487426758,-122.4050522,37.77620418,-122.4172831,-107,-15.19999981
1718314699,37.775978088378906,-122.404747,37.77620418,-122.4172831,-101,-5.800000191
1718314705,37.77621841430664,-122.4044342,37.77620418,-122.4172831,-104,-6.199999809
1718314711,37.776344299316406,-122.4042664,37.77620418,-122.4172831,-104,-10.5
1718314013,37.77472305297852,-122.4248886,37.77889788,-122.4042526,-128,-13.0
1718314238,37.7689209,-122.4079437,37.77889788,-122.4042526,-129,-11.80000019
1718314577,37.77259445,-122.4065552,37.77889788,-122.4042526,-117,-3.799999952
1718314571,37.77251052856445,-122.4065399,37.77889788,-122.4042526,-120,-4.199999809
1718314557,37.77223587036133,-122.4064789,37.77889788,-122.4042526,-108,-4.199999809
1718314622,37.77397537231445,-122.4063492,37.77889788,-122.4042526,-123,-7.0
1718314628,37.77409362792969,-122.4062958,37.77889788,-122.4042526,-114,2.200000047683716
1718314475,37.771427154541016,-122.4060898,37.77889788,-122.4042526,-127,-8.199999809
1718314461,37.771244049072266,-122.4059677,37.77889788,-122.4042526,-122,-13.0
1718314417,37.770774841308594,-122.4056778,37.77889788,-122.4042526,-116,-8.5
1718314378,37.77056884765625,-122.4055786,37.77889788,-122.4042526,-127,-11.19999981
1718314692,37.77571487426758,-122.4050522,37.77889788,-122.4042526,-103,3.0
1718314711,37.776344299316406,-122.4042664,37.77889788,-122.4042526,-104,4.199999809265137
1718314718,37.77637100219727,-122.4042587,37.77889788,-122.4042526,-106,-4.199999809
1718314763,37.77663803100586,-122.4038467,37.77889788,-122.4042526,-116,1.5
1718314807,37.77684783935547,-122.40345,37.77889788,-122.4042526,-91,10.199999809265137
1718314820,37.77690124511719,-122.4033508,37.77889788,-122.4042526,-110,5.199999809265137
1718314833,37.77697754,-122.4032059,37.77889788,-122.4042526,-91,8.199999809265137
1718314840,37.77701950073242,-122.4031143,37.77889788,-122.4042526,-103,9.5
1718314872,37.77749252319336,-122.4022903,37.77889788,-122.4042526,-116,-0.5
1718304220,37.77783966064453,-122.4022827,37.77889788,-122.4042526,-86,10.0
1718314884,37.77765274047852,-122.4019852,37.77889788,-122.4042526,-105,-1.0
1718314891,37.77775955200195,-122.4017868,37.77889788,-122.4042526,-93,8.5
1718314897,37.77786636352539,-122.4015884,37.77889788,-122.4042526,-111,3.200000047683716
1718314903,37.77796555,-122.401413,37.77889788,-122.4042526,-97,7.5
1718314903,37.77796555,-122.401413,37.77889788,-122.4042526,-105,7.199999809265137
1718314910,37.77806473,-122.4012451,37.77889788,-122.4042526,-97,7.0
1718314942,37.77845764160156,-122.4006424,37.77889788,-122.4042526,-101,3.799999952316284
1718314949,37.778568267822266,-122.4004898,37.77889788,-122.4042526,-114,1.7999999523162842
1718314968,37.77896499633789,-122.3999863,37.77889788,-122.4042526,-112,3.0
1718314980,37.77925491333008,-122.3996506,37.77889788,-122.4042526,-100,3.0
1718315014,37.78004074,-122.3987122,37.77889788,-122.4042526,-96,6.199999809265137
1718315045,37.78105163574219,-122.3975296,37.77889788,-122.4042526,-101,3.799999952316284
1718315070,37.78172302246094,-122.3967972,37.77889788,-122.4042526,-121,-3.5
1718315128,37.783199310302734,-122.3950348,37.77889788,-122.4042526,-109,-1.200000048
1718315141,37.78334045410156,-122.3948593,37.77889788,-122.4042526,-127,-11.0
1718314603,37.77312850952149,-122.4065781,37.78082865,-122.4012122,-116,-18.20000076
1718314615,37.77375030517578,-122.4064484,37.78082865,-122.4012122,-111,-3.200000048
1718314661,37.77479553222656,-122.4058914,37.78082865,-122.4012122,-109,-3.799999952
1718314398,37.77070236206055,-122.4056396,37.78082865,-122.4012122,-120,-12.19999981
1718314692,37.77571487426758,-122.4050522,37.78082865,-122.4012122,-108,0.0
1718314711,37.776344299316406,-122.4042664,37.78082865,-122.4012122,-109,-2.0
1718314782,37.7767334,-122.4036636,37.78082865,-122.4012122,-108,-2.200000048
1718314859,37.77733612060547,-122.4025879,37.78082865,-122.4012122,-97,5.5
1718314891,37.77775955200195,-122.4017868,37.78082865,-122.4012122,-96,7.199999809265137
1718314903,37.77796555,-122.401413,37.78082865,-122.4012122,-97,2.200000047683716
1718314955,37.77866363525391,-122.4003601,37.78082865,-122.4012122,-89,7.5
1718315019,37.78019332885742,-122.3985367,37.78082865,-122.4012122,-89,10.199999809265137
1718304201,37.78087615966797,-122.3983612,37.78082865,-122.4012122,-87,9.0
1718315026,37.78043746948242,-122.3982544,37.78082865,-122.4012122,-93,10.0
1718315032,37.78063201904297,-122.3980255,37.78082865,-122.4012122,-88,7.199999809265137
1718315038,37.78079605102539,-122.3978271,37.78082865,-122.4012122,-96,7.0
1718315095,37.782508850097656,-122.3958893,37.78082865,-122.4012122,-101,-2.799999952
1718315102,37.78270721435547,-122.3956451,37.78082865,-122.4012122,-103,4.199999809265137
1718304155,37.78845215,-122.3882523,37.78082865,-122.4012122,-118,-10.0
1718305365,37.78121948242188,-122.4491043,37.78163285,-122.4564505,-124,-13.80000019
1718305384,37.78123474121094,-122.4490967,37.78163285,-122.4564505,-123,-9.800000191
1718305390,37.781246185302734,-122.4490814,37.78163285,-122.4564505,-122,-9.800000191
1718305396,37.78125,-122.4490738,37.78163285,-122.4564505,-122,-10.0
1718305403,37.78125381469727,-122.4490585,37.78163285,-122.4564505,-130,-17.20000076
1718305435,37.78125762939453,-122.4490356,37.78163285,-122.4564505,-122,-10.5
1718305442,37.78125762939453,-122.4490356,37.78163285,-122.4564505,-123,-9.800000191
1718305448,37.78125762939453,-122.449028,37.78163285,-122.4564505,-125,-11.5
1718305467,37.78125762939453,-122.4490204,37.78163285,-122.4564505,-122,-7.800000191
1718305486,37.78125381469727,-122.4490051,37.78163285,-122.4564505,-132,-17.79999924
1718305525,37.78125381469727,-122.4489975,37.78163285,-122.4564505,-125,-10.80000019
1718305550,37.78125762939453,-122.4489899,37.78163285,-122.4564505,-124,-11.80000019
1718305557,37.78125762939453,-122.4489899,37.78163285,-122.4564505,-126,-13.0
1718305569,37.78125762939453,-122.4489899,37.78163285,-122.4564505,-124,-9.0
1718305576,37.78125762939453,-122.4489822,37.78163285,-122.4564505,-125,-12.80000019
1718305615,37.78126144,-122.4489746,37.78163285,-122.4564505,-131,-17.0
1718305627,37.78126144,-122.4489746,37.78163285,-122.4564505,-124,-10.80000019
1718305640,37.78126144,-122.448967,37.78163285,-122.4564505,-123,-10.19999981
1718305653,37.78126144,-122.448967,37.78163285,-122.4564505,-125,-13.0
1718305672,37.78126144,-122.448967,37.78163285,-122.4564505,-125,-12.19999981
1718305692,37.78126144,-122.448967,37.78163285,-122.4564505,-130,-15.5
1718305698,37.78126144,-122.448967,37.78163285,-122.4564505,-129,-15.80000019
1718305730,37.78126144,-122.448967,37.78163285,-122.4564505,-130,-14.80000019
1718305749,37.78126144,-122.448967,37.78163285,-122.4564505,-125,-11.5
1718305755,37.78126144,-122.448967,37.78163285,-122.4564505,-127,-14.19999981
1718305775,37.78126144,-122.448967,37.78163285,-122.4564505,-126,-13.5
1718305794,37.78126144,-122.448967,37.78163285,-122.4564505,-123,-9.800000191
1718305800,37.78126144,-122.448967,37.78163285,-122.4564505,-125,-11.5
1718305832,37.78126144,-122.448967,37.78163285,-122.4564505,-124,-11.19999981
1718305838,37.78126144,-122.448967,37.78163285,-122.4564505,-128,-14.5
1718305851,37.78126144,-122.448967,37.78163285,-122.4564505,-123,-10.0
1718305858,37.78125762939453,-122.448967,37.78163285,-122.4564505,-123,-10.19999981
1718305865,37.78125762939453,-122.448967,37.78163285,-122.4564505,-123,-8.199999809
1718305909,37.78126144,-122.4489594,37.78163285,-122.4564505,-125,-12.19999981
1718305934,37.78126144,-122.4489594,37.78163285,-122.4564505,-129,-15.5
1718305884,37.78125762939453,-122.4489594,37.78163285,-122.4564505,-123,-9.199999809
1718305941,37.78125762939453,-122.4489594,37.78163285,-122.4564505,-129,-15.5
1718305947,37.78125762939453,-122.4489594,37.78163285,-122.4564505,-121,-7.800000191
1718305961,37.78125762939453,-122.4489594,37.78163285,-122.4564505,-123,-10.19999981
1718306037,37.78125,-122.4489517,37.78163285,-122.4564505,-127,-13.5
1718306030,37.78125381469727,-122.4489517,37.78163285,-122.4564505,-130,-16.79999924
1718305973,37.78125762939453,-122.4489517,37.78163285,-122.4564505,-129,-16.5
1718305986,37.78125762939453,-122.4489517,37.78163285,-122.4564505,-123,-10.19999981
1718306005,37.78125762939453,-122.4489517,37.78163285,-122.4564505,-123,-9.199999809
1718306057,37.78125,-122.4489441,37.78163285,-122.4564505,-123,-8.5
1718306063,37.78125,-122.4489441,37.78163285,-122.4564505,-122,-9.199999809
1718306069,37.78125,-122.4489441,37.78163285,-122.4564505,-123,-12.0
1718305352,37.781227111816406,-122.4489288,37.78163285,-122.4564505,-123,-10.0
1718305320,37.78123474121094,-122.4489288,37.78163285,-122.4564505,-122,-8.0
1718305300,37.78123856,-122.4489212,37.78163285,-122.4564505,-127,-15.19999981
1718305275,37.78125,-122.4489059,37.78163285,-122.4564505,-127,-13.80000019
1718305288,37.78124237060547,-122.4489059,37.78163285,-122.4564505,-126,-13.5
1718305281,37.78125381469727,-122.4489059,37.78163285,-122.4564505,-117,-3.799999952
1718305250,37.781280517578125,-122.4488602,37.78163285,-122.4564505,-120,-6.5
1718305237,37.780948638916016,-122.4487381,37.78163285,-122.4564505,-118,-5.199999809
1718305231,37.780982971191406,-122.4482574,37.78163285,-122.4564505,-121,-7.199999809
1718305224,37.781028747558594,-122.4476929,37.78163285,-122.4564505,-126,-12.5
1718305192,37.78090286254883,-122.4475327,37.78163285,-122.4564505,-125,-11.0
1718305198,37.78090286254883,-122.4475327,37.78163285,-122.4564505,-120,-6.5
1718305185,37.78076172,-122.4474945,37.78163285,-122.4564505,-115,-1.5
1718314641,37.77442551,-122.4061127,37.78937976,-122.3914636,-111,-8.0
1718314654,37.774635314941406,-122.4059906,37.78937976,-122.3914636,-114,-5.800000191
1718314449,37.77112961,-122.4058914,37.78937976,-122.3914636,-111,-7.5
1718314693,37.77571487426758,-122.4050522,37.78937976,-122.3914636,-111,-8.800000191
1718314763,37.77663803100586,-122.4038467,37.78937976,-122.3914636,-112,-4.199999809
1718314807,37.77684783935547,-122.40345,37.78937976,-122.3914636,-110,-6.800000191
1718314897,37.77786636352539,-122.4015884,37.78937976,-122.3914636,-113,-4.5
1718314980,37.77925491333008,-122.3996506,37.78937976,-122.3914636,-119,-12.5
1718314987,37.77943801879883,-122.3994293,37.78937976,-122.3914636,-109,-2.799999952
1718314993,37.779544830322266,-122.3992996,37.78937976,-122.3914636,-106,-2.799999952
1718315032,37.78063201904297,-122.3980255,37.78937976,-122.3914636,-119,-12.5
1718315134,37.78327941894531,-122.3949356,37.78937976,-122.3914636,-117,-9.0
1718315185,37.78433227539063,-122.3936005,37.78937976,-122.3914636,-112,-5.5
1718315262,37.78710174560547,-122.389534,37.78937976,-122.3914636,-96,5.199999809265137
1718315307,37.79095458984375,-122.3856354,37.78937976,-122.3914636,-106,-1.5
1718315403,37.79806900024414,-122.3782043,37.78937976,-122.3914636,-118,-13.5
1718303899,37.809871673583984,-122.3651505,37.78937976,-122.3914636,-123,-13.80000019
1718303893,37.80994797,-122.3651352,37.78937976,-122.3914636,-122,-13.19999981
1718315243,37.78632736206055,-122.3903961,37.7910818,-122.3914203,-109,-2.200000048
1718315262,37.78710174560547,-122.389534,37.7910818,-122.3914203,-110,0.0
1718304623,37.77479553222656,-122.4324036,37.79121019,-122.4115742,-116,-10.0
1718313923,37.77413558959961,-122.4294891,37.79121019,-122.4115742,-115,-6.199999809
1718304579,37.77523040771485,-122.4285965,37.79121019,-122.4115742,-113,-6.199999809
1718313937,37.774295806884766,-122.42836,37.79121019,-122.4115742,-114,-8.199999809
1718313988,37.77457046508789,-122.4261551,37.79121019,-122.4115742,-115,-12.0
1718304546,37.77559280395508,-122.4249496,37.79121019,-122.4115742,-117,-5.5
1718314052,37.77471160888672,-122.4248581,37.79121019,-122.4115742,-119,-12.0
1718304412,37.77163314819336,-122.4231949,37.79121019,-122.4115742,-119,-9.199999809
1718314225,37.76933288574219,-122.4106903,37.79121019,-122.4115742,-105,-9.800000191
1718314231,37.76912307739258,-122.4094315,37.79121019,-122.4115742,-112,-1.200000048
1718314577,37.77259445,-122.4065552,37.79121019,-122.4115742,-119,-8.800000191
1718314264,37.768890380859375,-122.4064789,37.79121019,-122.4115742,-112,-2.0
1718314513,37.77173614501953,-122.4062805,37.79121019,-122.4115742,-112,0.0
1718314641,37.77442551,-122.4061127,37.79121019,-122.4115742,-117,-3.5
1718304284,37.76981735229492,-122.4058456,37.79121019,-122.4115742,-117,1.0
1718314680,37.775203704833984,-122.4055786,37.79121019,-122.4115742,-117,-6.5
1718314372,37.7705307006836,-122.4055634,37.79121019,-122.4115742,-113,-9.5
1718314365,37.77051544189453,-122.4055557,37.79121019,-122.4115742,-119,-8.199999809
1718314334,37.77026367,-122.4054565,37.79121019,-122.4115742,-119,-7.800000191
1718314327,37.77017974853516,-122.4054337,37.79121019,-122.4115742,-115,-8.5
1718314730,37.77650833129883,-122.404068,37.79121019,-122.4115742,-117,-8.5
1718314750,37.77659225463867,-122.4039307,37.79121019,-122.4115742,-110,-12.5
1718314757,37.776634216308594,-122.403862,37.79121019,-122.4115742,-119,-4.800000191
1718314788,37.77677917480469,-122.4035721,37.79121019,-122.4115742,-116,-6.199999809
1718314955,37.77866363525391,-122.4003601,37.79121019,-122.4115742,-117,-1.0
1718314980,37.77925491333008,-122.3996506,37.79121019,-122.4115742,-117,-5.199999809
1718314993,37.779544830322266,-122.3992996,37.79121019,-122.4115742,-105,3.5
1718314999,37.77970886230469,-122.3991089,37.79121019,-122.4115742,-115,-7.5
1718304181,37.78411102294922,-122.3941269,37.79121019,-122.4115742,-113,1.2000000476837158
1718304168,37.78593826293945,-122.3909988,37.79121019,-122.4115742,-117,-2.799999952
1718303003,37.83391952514648,-122.2950668,37.79121019,-122.4115742,-120,-13.19999981
1718315480,37.80409622192383,-122.371727,37.79484023,-122.4145128,-128,-12.19999981
1718304009,37.80637741088867,-122.3689728,37.79484023,-122.4145128,-127,-12.19999981
1718315525,37.80712891,-122.3684082,37.79484023,-122.4145128,-123,-7.800000191
