index,sent_lat,sent_lon,received_lat,received_lon,received_snr,received_rssi
4577,32.72697067,-117.2282715,32.73579456,-117.2282715,-8.5,-114
4582,32.72697067,-117.2282791,32.72671525,-117.2282791,-1.799999952,-116
4602,32.72697067,-117.2282715,32.72452943,-117.2282715,-11.19999981,-117
4619,32.72697067,-117.2282944,32.72671525,-117.2282944,-2,-117
4621,32.72697067,-117.2282944,32.73386694,-117.2282944,-15.80000019,-117
4626,32.72697067,-117.2282944,32.728128,-117.2282944,-0.800000012,-108
4628,32.72697067,-117.2282715,32.72671525,-117.2282715,-3.5,-118
4640,32.72697067,-117.2283173,32.74718145,-117.2283173,-12.5,-121
4646,32.72697067,-117.2283096,32.75171057,-117.2283096,-10,-120
4649,32.72697067,-117.2282944,32.73386694,-117.2282944,-4.800000191,-109
4660,32.72697067,-117.2283096,32.73579456,-117.2283096,-7.199999809,-123
4723,32.72697067,-117.2283173,32.73579456,-117.2283173,-5.800000191,-119
4725,32.72697067,-117.228302,32.73579456,-117.228302,-11.80000019,-123
4729,32.72697067,-117.228302,32.72671525,-117.228302,-1.5,-117
4743,32.72697067,-117.2282944,32.74718145,-117.2282944,-14.19999981,-118
4745,32.72697067,-117.228302,32.72869054,-117.228302,0,-110
4755,32.72697067,-117.2282715,32.72869054,-117.2282715,6.199999809,-103
4774,32.72697067,-117.228302,32.72452943,-117.228302,-5.199999809,-116
4778,32.72697067,-117.228302,32.72671525,-117.228302,-1.799999952,-115
4781,32.72697067,-117.2282944,32.72869054,-117.2282944,9.800000191,-97
4787,32.72697067,-117.2282944,32.75171057,-117.2282944,-11,-120
4789,32.72697067,-117.2282944,32.73579456,-117.2282944,-8.5,-117
4806,32.72697067,-117.2282791,32.72671525,-117.2282791,-1.5,-115
4808,32.72697067,-117.2282867,32.72869054,-117.2282867,6.5,-103
4840,32.72697067,-117.2282944,32.73579456,-117.2282944,-9,-119
4847,32.72697067,-117.2282715,32.72869054,-117.2282715,9,-95
4852,32.72697067,-117.2283249,32.73579456,-117.2283249,-14.80000019,-121
4863,32.72697067,-117.2282639,32.73386694,-117.2282639,-16,-120
4871,32.72697067,-117.2282867,32.73579456,-117.2282867,-12,-91
4888,32.72697067,-117.228302,32.72312371,-117.228302,-12,-124
4902,32.72697067,-117.2283478,32.72312371,-117.2283478,-10.80000019,-124
5168,32.72697067,-117.2282562,32.72869054,-117.2282562,-9,-122
5935,32.72697067,-117.2282791,32.72671525,-117.2282791,-14.5,-129
5939,32.72697067,-117.2283249,32.73386694,-117.2283249,-11.19999981,-115
5941,32.72697067,-117.2283554,32.72312371,-117.2283554,-10.5,-121
5957,32.72697067,-117.228302,32.72869054,-117.228302,5.199999809,-106
5960,32.72697067,-117.2281799,32.72037261,-117.2281799,-10,-113
6048,32.72697067,-117.2283096,32.728128,-117.2283096,5,-108
6164,32.72697067,-117.2283173,32.72312371,-117.2283173,-9.800000191,-120
6166,32.72697067,-117.2282791,32.72869054,-117.2282791,1.5,-108
6180,32.72697067,-117.2284164,32.73386694,-117.2284164,-12.80000019,-118
6282,32.72697067,-117.2283401,32.728128,-117.2283401,5.199999809,-99
6300,32.72697067,-117.2283401,32.728128,-117.2283401,3.5,-103
6426,32.72697067,-117.228302,32.72312371,-117.228302,-10,-122
6440,32.72697067,-117.2282944,32.72452943,-117.2282944,-14.80000019,-127
6450,32.72697067,-117.2283325,32.73386694,-117.2283325,-16.79999924,-121
6511,32.72697067,-117.2283173,32.72312371,-117.2283173,-12.19999981,-123
6533,32.72697067,-117.2281799,32.72869054,-117.2281799,-10.80000019,-124
6535,32.72697067,-117.2282333,32.73386694,-117.2282333,-12.19999981,-116
6553,32.72697067,-117.2283478,32.72869054,-117.2283478,-1.200000048,-114
6607,32.72697067,-117.2283401,32.72869054,-117.2283401,5.800000191,-104
3600,32.72697449,-117.2283707,32.72869054,-117.2283707,4.800000191,-106
3608,32.72697449,-117.2282639,32.728128,-117.2282639,3.200000048,-107
3642,32.72697449,-117.2282639,32.72869054,-117.2282639,-0.5,-111
3654,32.72697449,-117.2282104,32.72869054,-117.2282104,2.799999952,-109
3702,32.72697449,-117.2282562,32.72869054,-117.2282562,2.200000048,-107
3739,32.72697449,-117.228241,32.72869054,-117.228241,5,-104
3748,32.72697449,-117.2283173,32.728128,-117.2283173,1.5,-109
3856,32.72697449,-117.2281342,32.72869054,-117.2281342,-0.800000012,-113
3884,32.72697449,-117.2281036,32.72869054,-117.2281036,-2.799999952,-112
3890,32.72697449,-117.2283401,32.72869054,-117.2283401,-2.5,-114
3984,32.72697449,-117.2282639,32.728128,-117.2282639,-1,-107
4056,32.72697449,-117.2283707,32.72671525,-117.2283707,-17.20000076,-133
4314,32.72697449,-117.2282639,32.73386694,-117.2282639,-12.19999981,-115
4368,32.72697449,-117.2282791,32.72869054,-117.2282791,8,-98
4374,32.72697449,-117.2282867,32.72869054,-117.2282867,10.19999981,-95
4376,32.72697449,-117.2282944,32.72869054,-117.2282944,8.800000191,-98
4382,32.72697449,-117.228302,32.72869054,-117.228302,7.5,-96
4421,32.72697449,-117.2282791,32.72869054,-117.2282791,9,-94
4435,32.72697449,-117.228302,32.73386694,-117.228302,-10.80000019,-116
4437,32.72697449,-117.2282944,32.72037261,-117.2282944,-2.799999952,-114
4445,32.72697449,-117.228302,32.73186885,-117.228302,-14.5,-131
4467,32.72697449,-117.2282562,32.728128,-117.2282562,6.199999809,-105
4472,32.72697449,-117.2282791,32.72869054,-117.2282791,9.5,-96
4487,32.72697449,-117.2282715,32.73579456,-117.2282715,-11.5,-120
4502,32.72697449,-117.2282944,32.728128,-117.2282944,4.199999809,-102
4507,32.72697449,-117.2282944,32.72452943,-117.2282944,-9.800000191,-119
4513,32.72697449,-117.2282867,32.73186885,-117.2282867,-16.5,-133
4515,32.72697449,-117.2282944,32.72869054,-117.2282944,11.19999981,-98
4527,32.72697449,-117.2282867,32.72869054,-117.2282867,7.5,-103
4537,32.72697449,-117.2283096,32.72869054,-117.2283096,8,-97
4558,32.72697449,-117.2283173,32.72869054,-117.2283173,6,-104
4565,32.72697449,-117.2283173,32.72869054,-117.2283173,7.5,-100
4575,32.72697449,-117.2282715,32.72869054,-117.2282715,9.800000191,-98
4591,32.72697449,-117.2282944,32.73386694,-117.2282944,-14.5,-118
4598,32.72697449,-117.2282715,32.72037261,-117.2282715,-10.80000019,-117
4624,32.72697449,-117.2282867,32.72869054,-117.2282867,3.799999952,-110
4661,32.72697449,-117.2283096,32.72312371,-117.2283096,-9.5,-122
4669,32.72697449,-117.2283249,32.73579456,-117.2283249,-6.199999809,-118
4724,32.72697449,-117.228302,32.72869054,-117.228302,8.800000191,-96
4731,32.72697449,-117.2282944,32.74718145,-117.2282944,-13.5,-125
4744,32.72697449,-117.2282944,32.72869054,-117.2282944,-2,-116
4746,32.72697449,-117.228302,32.72869054,-117.228302,8.199999809,-99
4754,32.72697449,-117.2282791,32.73186885,-117.2282791,-14.5,-132
4782,32.72697449,-117.2282944,32.73579456,-117.2282944,-6.199999809,-120
4786,32.72697449,-117.2282944,32.728128,-117.2282944,9.800000191,-94
4788,32.72697449,-117.2282944,32.73386694,-117.2282944,-8.5,-115
4793,32.72697449,-117.2282715,32.72312371,-117.2282715,-11,-119
4853,32.72697449,-117.2283173,32.75171057,-117.2283173,-11.19999981,-123
4870,32.72697449,-117.2282867,32.72037261,-117.2282867,-12.80000019,-115
4872,32.72697449,-117.2282944,32.72312371,-117.2282944,-6,-119
4878,32.72697449,-117.2282639,32.73579456,-117.2282639,-14,-120
4893,32.72697449,-117.2283096,32.72869054,-117.2283096,7.5,-103
4904,32.72697449,-117.2283249,32.72671525,-117.2283249,-16.20000076,-131
5324,32.72697449,-117.2282486,32.72869054,-117.2282486,5.5,-106
5456,32.72697449,-117.2281036,32.72671525,-117.2281036,-9,-124
5458,32.72697449,-117.2282104,32.72869054,-117.2282104,-0.200000003,-110
5930,32.72697449,-117.2280884,32.72037261,-117.2280884,-9.5,-117
5953,32.72697449,-117.2283401,32.72869054,-117.2283401,-4.800000191,-116
6022,32.72697449,-117.2282104,32.728128,-117.2282104,-1.200000048,-105
6277,32.72697449,-117.2285309,32.72037261,-117.2285309,-9,-115
6346,32.72697449,-117.2282867,32.72869054,-117.2282867,-3.799999952,-116
6393,32.72697449,-117.2283478,32.72869054,-117.2283478,-3.5,-115
6437,32.72697449,-117.2283249,32.72869054,-117.2283249,5.199999809,-108
6444,32.72697449,-117.2283478,32.72037261,-117.2283478,-3.799999952,-117
6493,32.72697449,-117.2282715,32.72312371,-117.2282715,-7.800000191,-119
6536,32.72697449,-117.2282333,32.72869054,-117.2282333,1.200000048,-110
6542,32.72697449,-117.2283249,32.72869054,-117.2283249,-12.80000019,-125
6572,32.72697449,-117.2283783,32.72869054,-117.2283783,-4.5,-115
3628,32.7269783,-117.2283096,32.728128,-117.2283096,-2.200000048,-111
3631,32.7269783,-117.2283401,32.72869054,-117.2283401,6,-104
3646,32.7269783,-117.228241,32.72869054,-117.228241,7.199999809,-102
3655,32.7269783,-117.2281876,32.72869054,-117.2281876,2.200000048,-109
3810,32.7269783,-117.2282867,32.72869054,-117.2282867,2.799999952,-109
3834,32.7269783,-117.2282333,32.72869054,-117.2282333,3,-108
3860,32.7269783,-117.2281799,32.72869054,-117.2281799,2.200000048,-111
4002,32.7269783,-117.2285233,32.72869054,-117.2285233,-4.5,-117
4162,32.7269783,-117.2283554,32.728128,-117.2283554,-0.200000003,-107
4313,32.7269783,-117.2282562,32.72869054,-117.2282562,7.5,-97
4357,32.7269783,-117.2282791,32.72869054,-117.2282791,7.5,-95
4434,32.7269783,-117.228302,32.73186885,-117.228302,-12,-130
4436,32.7269783,-117.2282944,32.72869054,-117.2282944,9.5,-95
4448,32.7269783,-117.2282944,32.73186885,-117.2282944,-10.80000019,-128
4450,32.7269783,-117.228302,32.73186885,-117.228302,-11.80000019,-129
4469,32.7269783,-117.2282715,32.73579456,-117.2282715,-14,-121
4471,32.7269783,-117.2282867,32.72869054,-117.2282867,9.5,-94
4498,32.7269783,-117.2282944,32.73386694,-117.2282944,-11.19999981,-116
4523,32.7269783,-117.2283096,32.72869054,-117.2283096,7.199999809,-99
4525,32.7269783,-117.2282791,32.72869054,-117.2282791,-0.200000003,-108
4528,32.7269783,-117.2282867,32.72869054,-117.2282867,7,-102
4534,32.7269783,-117.228302,32.72452943,-117.228302,-5.199999809,-116
4536,32.7269783,-117.228302,32.75171057,-117.228302,-8.800000191,-121
4560,32.7269783,-117.2282867,32.728128,-117.2282867,2.799999952,-100
4564,32.7269783,-117.2283249,32.72869054,-117.2283249,4.800000191,-103
4583,32.7269783,-117.228302,32.72452943,-117.228302,-10.5,-116
4592,32.7269783,-117.228302,32.72869054,-117.228302,9.800000191,-97
4623,32.7269783,-117.2282791,32.72869054,-117.2282791,3.5,-104
4625,32.7269783,-117.2282867,32.73579456,-117.2282867,-12.19999981,-120
4627,32.7269783,-117.2282944,32.72869054,-117.2282944,4.199999809,-109
4662,32.7269783,-117.2283096,32.72452943,-117.2283096,-6.5,-116
4670,32.7269783,-117.2283173,32.72869054,-117.2283173,9.199999809,-96
4691,32.7269783,-117.228302,32.74718145,-117.228302,-15,-116
4730,32.7269783,-117.2282944,32.72671525,-117.2282944,-1.799999952,-115
4733,32.7269783,-117.2282791,32.73579456,-117.2282791,-11.80000019,-113
4747,32.7269783,-117.228302,32.72869054,-117.228302,9.800000191,-101
4757,32.7269783,-117.2282639,32.72312371,-117.2282639,-9.199999809,-123
4785,32.7269783,-117.2282867,32.72869054,-117.2282867,6.5,-97
4791,32.7269783,-117.2282791,32.73579456,-117.2282791,-7.199999809,-119
4841,32.7269783,-117.2282715,32.72869054,-117.2282715,9.5,-96
4864,32.7269783,-117.2282639,32.72452943,-117.2282639,-3.200000048,-115
4869,32.7269783,-117.2282867,32.72312371,-117.2282867,-8,-113
4873,32.7269783,-117.2282867,32.72312371,-117.2282867,-8.199999809,-119
5962,32.7269783,-117.2281647,32.72869054,-117.2281647,-0.200000003,-113
6033,32.7269783,-117.2283401,32.72869054,-117.2283401,-7.199999809,-112
6049,32.7269783,-117.2283096,32.728128,-117.2283096,2.799999952,-103
6235,32.7269783,-117.2283401,32.72037261,-117.2283401,-7.5,-115
6348,32.7269783,-117.2282791,32.72869054,-117.2282791,-7.5,-115
6436,32.7269783,-117.2283401,32.72869054,-117.2283401,-4.5,-118
6439,32.7269783,-117.2283096,32.72869054,-117.2283096,0.200000003,-114
6449,32.7269783,-117.2283249,32.72671525,-117.2283249,-14.19999981,-128
6571,32.7269783,-117.2284012,32.72037261,-117.2284012,-6,-114
6596,32.7269783,-117.2283249,32.72869054,-117.2283249,1,-111
3588,32.72698212,-117.2276001,32.73386694,-117.2276001,-12,-118
3634,32.72698212,-117.2283096,32.72869054,-117.2283096,2.200000048,-107
3643,32.72698212,-117.228241,32.72869054,-117.228241,6.5,-104
3656,32.72698212,-117.2282181,32.728128,-117.2282181,4.199999809,-106
3675,32.72698212,-117.2281799,32.72037261,-117.2281799,-13,-115
3746,32.72698212,-117.2283173,32.72445135,-117.2283173,-16.5,-131
3762,32.72698212,-117.2283173,32.72869054,-117.2283173,2,-112
3767,32.72698212,-117.228302,32.72312371,-117.228302,-14.80000019,-126
3821,32.72698212,-117.2283401,32.72869054,-117.2283401,1.799999952,-114
3883,32.72698212,-117.2281036,32.72869054,-117.2281036,-3,-113
3896,32.72698212,-117.2284012,32.728128,-117.2284012,6.5,-101
3912,32.72698212,-117.2281799,32.72869054,-117.2281799,3,-110
3979,32.72698212,-117.2283173,32.72869054,-117.2283173,-4,-116
3983,32.72698212,-117.228241,32.72869054,-117.228241,0,-113
3985,32.72698212,-117.2282639,32.72869054,-117.2282639,-2,-112
3994,32.72698212,-117.2284927,32.72869054,-117.2284927,-3,-113
4025,32.72698212,-117.2283478,32.72869054,-117.2283478,-1.799999952,-114
4096,32.72698212,-117.2282867,32.72869054,-117.2282867,-9,-119
4098,32.72698212,-117.2282944,32.72869054,-117.2282944,-1,-114
4114,32.72698212,-117.2282333,32.72869054,-117.2282333,-0.800000012,-113
4174,32.72698212,-117.2282944,32.72869054,-117.2282944,-2.799999952,-113
4310,32.72698212,-117.2282639,32.73386694,-117.2282639,-14.5,-119
4375,32.72698212,-117.2282944,32.72671525,-117.2282944,-6,-122
4449,32.72698212,-117.228302,32.72452943,-117.228302,-9.5,-120
4451,32.72698212,-117.228302,32.728128,-117.228302,0.5,-111
4470,32.72698212,-117.2282791,32.728128,-117.2282791,0.800000012,-99
4497,32.72698212,-117.2283096,32.72869054,-117.2283096,9,-101
4501,32.72698212,-117.228302,32.7226324,-117.228302,-13,-130
4516,32.72698212,-117.2282867,32.72445135,-117.2282867,-9.199999809,-119
4524,32.72698212,-117.2282867,32.72869054,-117.2282867,7.199999809,-101
4529,32.72698212,-117.2282944,32.72869054,-117.2282944,6,-101
4533,32.72698212,-117.228302,32.72869054,-117.228302,7.5,-99
4535,32.72698212,-117.228302,32.73186885,-117.228302,-16.20000076,-133
4541,32.72698212,-117.2282944,32.73579456,-117.2282944,-7.800000191,-120
4557,32.72698212,-117.2283173,32.73579456,-117.2283173,-7,-115
4561,32.72698212,-117.2282791,32.73579456,-117.2282791,-8.800000191,-117
4567,32.72698212,-117.2283173,32.72869054,-117.2283173,6.199999809,-102
4569,32.72698212,-117.2282791,32.73579456,-117.2282791,-11.19999981,-119
4574,32.72698212,-117.2282639,32.72869054,-117.2282639,10,-98
4593,32.72698212,-117.2283478,32.73386694,-117.2283478,-9,-114
4605,32.72698212,-117.2283325,32.72869054,-117.2283325,7.800000191,-100
4622,32.72698212,-117.2282944,32.72452943,-117.2282944,-8.199999809,-117
4635,32.72698212,-117.2282944,32.72312371,-117.2282944,-12.19999981,-124
4639,32.72698212,-117.228302,32.72869054,-117.228302,8.199999809,-95
4710,32.72698212,-117.228302,32.73386694,-117.228302,-16.79999924,-120
4748,32.72698212,-117.2282867,32.73579456,-117.2282867,-9,-117
4753,32.72698212,-117.2282715,32.73186885,-117.2282715,-15.80000019,-132
4763,32.72698212,-117.2282867,32.75171057,-117.2282867,-9.5,-121
4784,32.72698212,-117.2282944,32.72037261,-117.2282944,-5.5,-115
4792,32.72698212,-117.2282715,32.72445135,-117.2282715,-9.199999809,-120
4807,32.72698212,-117.2282791,32.73579456,-117.2282791,-12.80000019,-119
4843,32.72698212,-117.2282944,32.72312371,-117.2282944,-12.5,-125
4854,32.72698212,-117.2282867,32.72452943,-117.2282867,-4.199999809,-114
4856,32.72698212,-117.2282715,32.73579456,-117.2282715,-7.199999809,-119
4874,32.72698212,-117.2282867,32.72037261,-117.2282867,-7.199999809,-118
4877,32.72698212,-117.2282715,32.73579456,-117.2282715,-9,-117
4901,32.72698212,-117.2283249,32.72037261,-117.2283249,-10.80000019,-119
5652,32.72698212,-117.2281876,32.72452943,-117.2281876,-11.80000019,-124
5661,32.72698212,-117.2282028,32.72037261,-117.2282028,-3.200000048,-113
5664,32.72698212,-117.2282104,32.72037261,-117.2282104,-4,-113
5934,32.72698212,-117.2282028,32.72869054,-117.2282028,-1,-108
6028,32.72698212,-117.2282791,32.73386694,-117.2282791,-12.19999981,-117
6113,32.72698212,-117.2280807,32.73386694,-117.2280807,-13,-118
6143,32.72698212,-117.2283783,32.72445135,-117.2283783,-15,-125
6149,32.72698212,-117.2283783,32.72312371,-117.2283783,-9.800000191,-121
6210,32.72698212,-117.2282791,32.72312371,-117.2282791,-11.19999981,-123
6260,32.72698212,-117.2282257,32.72452943,-117.2282257,-16,-121
6284,32.72698212,-117.2282028,32.73386694,-117.2282028,-16.20000076,-121
6288,32.72698212,-117.228302,32.72037261,-117.228302,-6.5,-114
6293,32.72698212,-117.2282715,32.72869054,-117.2282715,-4.800000191,-113
6299,32.72698212,-117.2283478,32.72037261,-117.2283478,-6,-115
6445,32.72698212,-117.2283478,32.73386694,-117.2283478,-14,-118
6471,32.72698212,-117.2282867,32.72671525,-117.2282867,-15.80000019,-131
6556,32.72698212,-117.2283325,32.72869054,-117.2283325,-5.5,-117
6587,32.72698212,-117.228302,32.73386694,-117.228302,-10.19999981,-114
3614,32.72698593,-117.2283859,32.72671525,-117.2283859,-14.19999981,-128
3653,32.72698593,-117.2282104,32.72869054,-117.2282104,2.200000048,-107
3668,32.72698593,-117.2283783,32.72869054,-117.2283783,5,-103
3672,32.72698593,-117.2282028,32.72869054,-117.2282028,7.5,-101
3674,32.72698593,-117.2282028,32.72869054,-117.2282028,1.799999952,-112
3704,32.72698593,-117.2283249,32.72869054,-117.2283249,6,-102
3716,32.72698593,-117.2282181,32.72037261,-117.2282181,-13.80000019,-117
3726,32.72698593,-117.2282639,32.72869054,-117.2282639,-0.200000003,-112
3872,32.72698593,-117.2282104,32.728128,-117.2282104,6.800000191,-102
3914,32.72698593,-117.228302,32.72869054,-117.228302,3,-108
4173,32.72698593,-117.228363,32.72869054,-117.228363,0.800000012,-111
4486,32.72698593,-117.2282639,32.72452943,-117.2282639,-10.5,-117
4517,32.72698593,-117.2282944,32.73186885,-117.2282944,-13.80000019,-131
4532,32.72698593,-117.2283096,32.73579456,-117.2283096,-7.5,-118
4538,32.72698593,-117.2283173,32.72869054,-117.2283173,0.200000003,-102
4540,32.72698593,-117.228302,32.72869054,-117.228302,5,-111
4542,32.72698593,-117.228302,32.72869054,-117.228302,0.5,-110
4570,32.72698593,-117.2282639,32.72869054,-117.2282639,8.199999809,-95
4604,32.72698593,-117.2283096,32.72312371,-117.2283096,-10.19999981,-121
4609,32.72698593,-117.2283173,32.72869054,-117.2283173,-4.5,-116
4617,32.72698593,-117.2282562,32.73386694,-117.2282562,-10.80000019,-116
4636,32.72698593,-117.2282944,32.73579456,-117.2282944,-6,-119
4749,32.72698593,-117.2282791,32.72869054,-117.2282791,7.199999809,-96
4765,32.72698593,-117.2282791,32.72312371,-117.2282791,-9.800000191,-124
4783,32.72698593,-117.2282944,32.73579456,-117.2282944,-12.19999981,-121
4842,32.72698593,-117.2282867,32.728128,-117.2282867,8.800000191,-96
4857,32.72698593,-117.2282715,32.74718145,-117.2282715,-10,-121
4890,32.72698593,-117.2282791,32.73579456,-117.2282791,-13.5,-119
4896,32.72698593,-117.2282562,32.728128,-117.2282562,5,-103
4900,32.72698593,-117.2283249,32.728128,-117.2283249,5.5,-103
4917,32.72698593,-117.2282867,32.72869054,-117.2282867,3.200000048,-107
5211,32.72698593,-117.228302,32.728128,-117.228302,-5.5,-117
5246,32.72698593,-117.2284393,32.72869054,-117.2284393,-13.19999981,-125
5420,32.72698593,-117.2282791,32.72445135,-117.2282791,-15.5,-120
5453,32.72698593,-117.2281647,32.73386694,-117.2281647,-17.79999924,-122
6055,32.72698593,-117.2282181,32.72869054,-117.2282181,5,-108
6135,32.72698593,-117.2283401,32.72869054,-117.2283401,1.799999952,-109
6163,32.72698593,-117.2283096,32.72037261,-117.2283096,-8.199999809,-114
6306,32.72698593,-117.2283707,32.72312371,-117.2283707,-9.5,-120
6367,32.72698593,-117.2283554,32.72452943,-117.2283554,-15,-124
6438,32.72698593,-117.2283325,32.73386694,-117.2283325,-13,-117
6448,32.72698593,-117.2283173,32.72869054,-117.2283173,-1.5,-113
6491,32.72698593,-117.228302,32.728128,-117.228302,7,-105
3622,32.72698975,-117.2282639,32.72869054,-117.2282639,5.199999809,-105
3715,32.72698975,-117.2282333,32.72869054,-117.2282333,-6.199999809,-114
3806,32.72698975,-117.228302,32.72869054,-117.228302,1.200000048,-109
3820,32.72698975,-117.2282867,32.72869054,-117.2282867,5.800000191,-102
3829,32.72698975,-117.2281647,32.72869054,-117.2281647,0.5,-111
3863,32.72698975,-117.2283096,32.72869054,-117.2283096,-1.200000048,-114
3982,32.72698975,-117.2282181,32.73386694,-117.2282181,-15.5,-119
4068,32.72698975,-117.2281876,32.728128,-117.2281876,1.5,-107
4119,32.72698975,-117.2282257,32.72869054,-117.2282257,2.200000048,-110
4132,32.72698975,-117.2281723,32.72869054,-117.2281723,0.200000003,-110
4531,32.72698975,-117.2283096,32.72671525,-117.2283096,-3,-118
4539,32.72698975,-117.2283096,32.73186885,-117.2283096,-15.19999981,-132
4546,32.72698975,-117.2283096,32.72452943,-117.2283096,-9,-116
4556,32.72698975,-117.2283096,32.73579456,-117.2283096,-10,-115
4562,32.72698975,-117.2282867,32.75171057,-117.2282867,-11.5,-123
4601,32.72698975,-117.2282867,32.73122569,-117.2282867,-15.19999981,-116
4606,32.72698975,-117.2283173,32.75171057,-117.2283173,-11,-120
4608,32.72698975,-117.2283249,32.73579456,-117.2283249,-14.80000019,-114
4610,32.72698975,-117.2283173,32.72869054,-117.2283173,6,-103
4638,32.72698975,-117.2282867,32.72869054,-117.2282867,8.199999809,-99
4732,32.72698975,-117.2282867,32.72869054,-117.2282867,7,-100
4750,32.72698975,-117.2282715,32.73579456,-117.2282715,-12.5,-117
4752,32.72698975,-117.2282791,32.7226324,-117.2282791,-10.80000019,-126
4764,32.72698975,-117.2282791,32.72869054,-117.2282791,8.800000191,-99
4855,32.72698975,-117.2282715,32.73579456,-117.2282715,-12,-120
4876,32.72698975,-117.2282867,32.72869054,-117.2282867,8.199999809,-99
4889,32.72698975,-117.2282867,32.72671525,-117.2282867,-1.5,-115
5170,32.72698975,-117.2283325,32.728128,-117.2283325,-3,-112
5222,32.72698975,-117.2282562,32.728128,-117.2282562,-10,-121
5238,32.72698975,-117.2282639,32.72869054,-117.2282639,-3,-114
5323,32.72698975,-117.2282181,32.72869054,-117.2282181,3.799999952,-107
5488,32.72698975,-117.2282104,32.72869054,-117.2282104,2,-111
5505,32.72698975,-117.2282257,32.72869054,-117.2282257,2.5,-109
5571,32.72698975,-117.2282562,32.72671525,-117.2282562,-13,-129
5937,32.72698975,-117.2281723,32.72869054,-117.2281723,-2.799999952,-114
6007,32.72698975,-117.2282867,32.72869054,-117.2282867,4.800000191,-106
6018,32.72698975,-117.2283554,32.72869054,-117.2283554,-2.200000048,-113
6032,32.72698975,-117.2283173,32.72869054,-117.2283173,4.199999809,-106
6047,32.72698975,-117.2282333,32.72671525,-117.2282333,-15.19999981,-130
6077,32.72698975,-117.228302,32.72671525,-117.228302,-16.20000076,-130
6148,32.72698975,-117.2283173,32.72869054,-117.2283173,2,-110
6287,32.72698975,-117.2283249,32.72869054,-117.2283249,-2.5,-118
6360,32.72698975,-117.2283707,32.728128,-117.2283707,5.5,-102
6396,32.72698975,-117.2282639,32.728128,-117.2282639,5,-100
6409,32.72698975,-117.2282562,32.72312371,-117.2282562,-12.19999981,-124
6447,32.72698975,-117.2282867,32.73386694,-117.2282867,-14.19999981,-119
6554,32.72698975,-117.2283554,32.7226324,-117.2283554,-15.19999981,-131
6588,32.72698975,-117.2282791,32.72312371,-117.2282791,-12.5,-120
3594,32.72699356,-117.228363,32.72869054,-117.228363,6,-103
3633,32.72699356,-117.2283859,32.72869054,-117.2283859,4,-106
3676,32.72699356,-117.2281952,32.72869054,-117.2281952,3.799999952,-106
3761,32.72699356,-117.2283401,32.728128,-117.2283401,2.5,-107
3789,32.72699356,-117.228363,32.72869054,-117.228363,-5.199999809,-116
4067,32.72699356,-117.2281799,32.72869054,-117.2281799,0,-113
4094,32.72699356,-117.228302,32.728128,-117.228302,5.800000191,-102
4530,32.72699356,-117.2282944,32.73579456,-117.2282944,-7.199999809,-119
4543,32.72699356,-117.228302,32.73186885,-117.228302,-15.5,-133
4563,32.72699356,-117.2282867,32.72869054,-117.2282867,9.5,-98
4568,32.72699356,-117.2282867,32.75171057,-117.2282867,-10,-120
4571,32.72699356,-117.2282639,32.73386694,-117.2282639,-14,-117
4573,32.72699356,-117.2282562,32.73579456,-117.2282562,-12.80000019,-120
4600,32.72699356,-117.2282791,32.75171057,-117.2282791,-15,-122
4607,32.72699356,-117.2283173,32.74718145,-117.2283173,-7,-118
4634,32.72699356,-117.2282944,32.73579456,-117.2282944,-7.800000191,-115
4865,32.72699356,-117.2282867,32.74718145,-117.2282867,-6.800000191,-116
4868,32.72699356,-117.2282867,32.72869054,-117.2282867,7.5,-101
4920,32.72699356,-117.2282639,32.72869054,-117.2282639,7,-104
5272,32.72699356,-117.2283173,32.72869054,-117.2283173,-9,-121
5573,32.72699356,-117.228241,32.72869054,-117.228241,6.800000191,-103
5653,32.72699356,-117.2282028,32.72037261,-117.2282028,-4,-115
5660,32.72699356,-117.2282181,32.72869054,-117.2282181,-2.799999952,-116
5665,32.72699356,-117.2282562,32.72452943,-117.2282562,-15.80000019,-124
5734,32.72699356,-117.2282028,32.72869054,-117.2282028,2.799999952,-99
6150,32.72699356,-117.2284164,32.72869054,-117.2284164,3.5,-108
6179,32.72699356,-117.2284241,32.72869054,-117.2284241,1.799999952,-109
6394,32.72699356,-117.2283859,32.72869054,-117.2283859,2,-109
6446,32.72699356,-117.2283173,32.72869054,-117.2283173,-7,-119
6488,32.72699356,-117.2283096,32.72312371,-117.2283096,-10,-120
6492,32.72699356,-117.2282944,32.72869054,-117.2282944,0,-112
6573,32.72699356,-117.2282791,32.72312371,-117.2282791,-10.5,-122
3591,32.72699738,-117.2282562,32.72869054,-117.2282562,7,-102
3593,32.72699738,-117.2283096,32.72671525,-117.2283096,-9.800000191,-125
3649,32.72699738,-117.2282715,32.72869054,-117.2282715,6.800000191,-103
3657,32.72699738,-117.2282639,32.72869054,-117.2282639,5.800000191,-103
3706,32.72699738,-117.2282639,32.72869054,-117.2282639,2.200000048,-108
3713,32.72699738,-117.2282944,32.72869054,-117.2282944,-5.199999809,-117
3808,32.72699738,-117.2283249,32.72869054,-117.2283249,2.5,-109
3835,32.72699738,-117.2282867,32.72869054,-117.2282867,2.200000048,-109
3864,32.72699738,-117.228241,32.72869054,-117.228241,1.5,-108
