index,sent_lat,sent_lon,received_lat,received_lon,received_snr,received_rssi
5199,32.72682571,-117.2281342,32.72869054,-117.2281342,-9.800000191,-123
5967,32.72682571,-117.2281952,32.72869054,-117.2281952,-1.200000048,-111
3683,32.72682953,-117.2281799,32.72869054,-117.2281799,5,-103
4005,32.72682953,-117.2284164,32.72869054,-117.2284164,-2,-116
4047,32.72682953,-117.2281723,32.73386694,-117.2281723,-15.19999981,-118
6504,32.72682953,-117.2284088,32.728128,-117.2284088,6.800000191,-102
6058,32.72683334,-117.228241,32.72671525,-117.228241,-13.19999981,-127
3684,32.72683716,-117.2282181,32.72671525,-117.2282181,-16.20000076,-131
4109,32.72683716,-117.228363,32.72869054,-117.228363,-5.800000191,-119
5249,32.72683716,-117.2282333,32.728128,-117.2282333,-0.200000003,-109
5993,32.72683716,-117.2281647,32.72869054,-117.2281647,1,-107
6086,32.72683716,-117.2282867,32.73386694,-117.2282867,-16,-122
6101,32.72683716,-117.2282791,32.72869054,-117.2282791,-3.200000048,-116
6109,32.72683716,-117.2283249,32.72312371,-117.2283249,-12.19999981,-123
6111,32.72683716,-117.228302,32.72037261,-117.228302,-3.799999952,-115
6200,32.72683716,-117.2284012,32.73386694,-117.2284012,-13.19999981,-117
6517,32.72683716,-117.228241,32.72869054,-117.228241,-5,-117
6527,32.72683716,-117.2282333,32.72312371,-117.2282333,-12,-124
6563,32.72683716,-117.2283249,32.72037261,-117.2283249,-6.800000191,-114
6599,32.72683716,-117.228241,32.72312371,-117.228241,-12.80000019,-126
3862,32.72684097,-117.2281876,32.728128,-117.2281876,6.199999809,-101
3927,32.72684097,-117.2286987,32.728128,-117.2286987,7.5,-103
4143,32.72684097,-117.2283401,32.728128,-117.2283401,1,-103
4146,32.72684097,-117.2283707,32.73386694,-117.2283707,-15.80000019,-120
5964,32.72684097,-117.2282944,32.72452943,-117.2282944,-11.5,-123
5969,32.72684097,-117.2282867,32.72312371,-117.2282867,-10.5,-123
6243,32.72684097,-117.2284164,32.72037261,-117.2284164,-5.5,-115
6354,32.72684097,-117.2283554,32.72312371,-117.2283554,-8.800000191,-119
6371,32.72684097,-117.2283478,32.72869054,-117.2283478,-3.5,-115
6564,32.72684097,-117.2283401,32.72037261,-117.2283401,-4.800000191,-115
4160,32.72684479,-117.2284546,32.72869054,-117.2284546,0.200000003,-109
5260,32.72684479,-117.2282028,32.72869054,-117.2282028,-15.80000019,-128
6382,32.72684479,-117.2283783,32.72452943,-117.2283783,-12.19999981,-125
3687,32.7268486,-117.2283401,32.72869054,-117.2283401,2.799999952,-106
4932,32.7268486,-117.2275162,32.72869054,-117.2275162,8.199999809,-99
5181,32.7268486,-117.2281036,32.72869054,-117.2281036,-7.199999809,-116
5984,32.7268486,-117.2281113,32.72869054,-117.2281113,5,-106
6326,32.7268486,-117.2283401,32.72312371,-117.2283401,-11,-121
6352,32.7268486,-117.2283783,32.72312371,-117.2283783,-8.199999809,-122
6375,32.7268486,-117.2282944,32.72869054,-117.2282944,-0.800000012,-113
6403,32.7268486,-117.2284775,32.72312371,-117.2284775,-12.5,-125
6507,32.7268486,-117.2283554,32.72037261,-117.2283554,-4.199999809,-117
6518,32.7268486,-117.2282028,32.72869054,-117.2282028,-12,-124
3681,32.72685242,-117.2282104,32.72869054,-117.2282104,6.5,-101
3729,32.72685242,-117.2281036,32.72869054,-117.2281036,6.5,-104
3839,32.72685242,-117.2281189,32.728128,-117.2281189,7,-101
4001,32.72685242,-117.2285385,32.72869054,-117.2285385,-4.800000191,-118
4049,32.72685242,-117.2280502,32.72869054,-117.2280502,-3,-116
4128,32.72685242,-117.2283401,32.72869054,-117.2283401,-0.5,-109
5740,32.72685242,-117.2275085,32.73386694,-117.2275085,-6.800000191,-107
5966,32.72685242,-117.2281952,32.728128,-117.2281952,-14.80000019,-120
6036,32.72685242,-117.2280731,32.73386694,-117.2280731,-10.19999981,-114
6327,32.72685242,-117.2283783,32.72037261,-117.2283783,-8.5,-115
6332,32.72685242,-117.2280655,32.74718145,-117.2280655,-15.19999981,-126
3699,32.72685623,-117.2282104,32.72869054,-117.2282104,3.799999952,-106
3838,32.72685623,-117.2282104,32.72869054,-117.2282104,-0.5,-111
3887,32.72685623,-117.2281952,32.72452943,-117.2281952,-15.80000019,-124
3922,32.72685623,-117.2281265,32.72869054,-117.2281265,2.200000048,-111
4104,32.72685623,-117.2280121,32.73386694,-117.2280121,-17,-120
4110,32.72685623,-117.2284164,32.73386694,-117.2284164,-14.80000019,-119
4178,32.72685623,-117.2284012,32.728128,-117.2284012,3,-105
5190,32.72685623,-117.2282104,32.72869054,-117.2282104,-10.80000019,-123
5985,32.72685623,-117.228096,32.72869054,-117.228096,1,-113
5992,32.72685623,-117.2278976,32.72452943,-117.2278976,-11.19999981,-122
6102,32.72685623,-117.2282791,32.72869054,-117.2282791,0.200000003,-110
6104,32.72685623,-117.2282715,32.72452943,-117.2282715,-13,-123
6108,32.72685623,-117.2282867,32.72869054,-117.2282867,0.200000003,-112
6376,32.72685623,-117.2283096,32.72869054,-117.2283096,-8,-120
3784,32.72686005,-117.2283096,32.728128,-117.2283096,4.800000191,-107
3814,32.72686005,-117.2279739,32.728128,-117.2279739,-2,-106
3881,32.72686005,-117.2281876,32.728128,-117.2281876,-0.5,-104
5965,32.72686005,-117.2283401,32.73386694,-117.2283401,-15,-121
5990,32.72686005,-117.2281418,32.728128,-117.2281418,-4.5,-109
6067,32.72686005,-117.2281723,32.72869054,-117.2281723,-7.199999809,-119
6112,32.72686005,-117.2283325,32.72869054,-117.2283325,-1.200000048,-113
6257,32.72686005,-117.2280807,32.72312371,-117.2280807,-9.800000191,-120
6328,32.72686005,-117.2284393,32.72869054,-117.2284393,2.5,-113
6392,32.72686005,-117.2284012,32.72869054,-117.2284012,-1.799999952,-116
6519,32.72686005,-117.2282181,32.72312371,-117.2282181,-8.5,-120
3625,32.72686386,-117.2283249,32.72869054,-117.2283249,-1.200000048,-110
3778,32.72686386,-117.2282562,32.72869054,-117.2282562,6.5,-103
3925,32.72686386,-117.2285233,32.72869054,-117.2285233,-2.200000048,-116
4062,32.72686386,-117.2282639,32.72869054,-117.2282639,-2.799999952,-115
4921,32.72686386,-117.228241,32.72037261,-117.228241,-9.5,-114
5236,32.72686386,-117.2281876,32.728128,-117.2281876,-10.19999981,-121
6088,32.72686386,-117.228241,32.72869054,-117.228241,-0.5,-113
6097,32.72686386,-117.2282104,32.728128,-117.2282104,5.5,-105
6171,32.72686386,-117.228302,32.72452943,-117.228302,-10,-122
6372,32.72686386,-117.2283859,32.72869054,-117.2283859,-9.5,-123
6514,32.72686386,-117.2283401,32.72869054,-117.2283401,-0.800000012,-113
6516,32.72686386,-117.2282639,32.72452943,-117.2282639,-12,-125
6600,32.72686386,-117.2282333,32.72671525,-117.2282333,-16.20000076,-131
3679,32.72686768,-117.2282791,32.728128,-117.2282791,2.200000048,-108
3696,32.72686768,-117.2282104,32.72869054,-117.2282104,2.200000048,-110
3969,32.72686768,-117.2281418,32.72869054,-117.2281418,-2.200000048,-111
4179,32.72686768,-117.2283173,32.73386694,-117.2283173,-14,-118
5243,32.72686768,-117.2282791,32.72869054,-117.2282791,-4.199999809,-116
6110,32.72686768,-117.2283173,32.72037261,-117.2283173,-3.5,-113
6323,32.72686768,-117.2283096,32.73386694,-117.2283096,-15,-118
6385,32.72686768,-117.2283783,32.72312371,-117.2283783,-11.19999981,-119
6391,32.72686768,-117.2283325,32.72671525,-117.2283325,-17.5,-134
5213,32.72687149,-117.2281952,32.728128,-117.2281952,0,-114
5270,32.72687149,-117.2284088,32.72869054,-117.2284088,-8.5,-121
5274,32.72687149,-117.2282715,32.72869054,-117.2282715,7.199999809,-103
6013,32.72687149,-117.2281418,32.728128,-117.2281418,4,-108
6084,32.72687149,-117.228302,32.72869054,-117.228302,-5.5,-115
6095,32.72687149,-117.2282562,32.72869054,-117.2282562,-2,-110
6098,32.72687149,-117.2282104,32.72869054,-117.2282104,-2,-115
6100,32.72687149,-117.2282257,32.72869054,-117.2282257,-3,-115
6530,32.72687149,-117.2281799,32.72869054,-117.2281799,-4,-116
6565,32.72687149,-117.228302,32.73386694,-117.228302,-15.19999981,-120
3606,32.72687531,-117.2283936,32.72869054,-117.2283936,5.199999809,-103
3666,32.72687531,-117.2281723,32.72869054,-117.2281723,4.199999809,-108
3682,32.72687531,-117.2281952,32.72869054,-117.2281952,5,-105
5220,32.72687531,-117.2282562,32.72869054,-117.2282562,-8,-121
5232,32.72687531,-117.2282867,32.72869054,-117.2282867,-9.5,-123
5242,32.72687531,-117.2282028,32.73386694,-117.2282028,-16.5,-121
6003,32.72687531,-117.2282333,32.72869054,-117.2282333,3.200000048,-106
6068,32.72687531,-117.2281876,32.72869054,-117.2281876,2.200000048,-110
6091,32.72687531,-117.2281799,32.72869054,-117.2281799,0.5,-112
6094,32.72687531,-117.228241,32.72037261,-117.228241,-0.800000012,-114
6106,32.72687531,-117.2282181,32.73386694,-117.2282181,-15.19999981,-121
6118,32.72687531,-117.228241,32.72869054,-117.228241,-3,-116
6121,32.72687531,-117.2281723,32.73386694,-117.2281723,-13,-117
6170,32.72687531,-117.2283401,32.73386694,-117.2283401,-14.80000019,-120
6174,32.72687531,-117.228302,32.72671525,-117.228302,-11.80000019,-126
6212,32.72687531,-117.2283478,32.72869054,-117.2283478,5.199999809,-107
6390,32.72687531,-117.2283478,32.72037261,-117.2283478,-6,-111
6498,32.72687531,-117.2282028,32.72869054,-117.2282028,-3.799999952,-116
6503,32.72687531,-117.2283478,32.728128,-117.2283478,5.5,-101
3770,32.72687912,-117.2281113,32.728128,-117.2281113,4.800000191,-105
5182,32.72687912,-117.2281876,32.728128,-117.2281876,-8.199999809,-121
5943,32.72687912,-117.228241,32.72671525,-117.228241,-16.20000076,-131
5950,32.72687912,-117.2282257,32.72312371,-117.2282257,-10.19999981,-120
6071,32.72687912,-117.2283249,32.72312371,-117.2283249,-10.80000019,-121
6172,32.72687912,-117.2283096,32.72452943,-117.2283096,-12.5,-123
6202,32.72687912,-117.2283401,32.72037261,-117.2283401,-5.199999809,-115
6244,32.72687912,-117.2283936,32.72037261,-117.2283936,-6,-114
6315,32.72687912,-117.228363,32.73386694,-117.228363,-15.19999981,-120
6325,32.72687912,-117.2283554,32.72671525,-117.2283554,-17.79999924,-133
6501,32.72687912,-117.2283707,32.73386694,-117.2283707,-12.5,-115
6509,32.72687912,-117.2284546,32.72312371,-117.2284546,-12.80000019,-126
6520,32.72687912,-117.2282333,32.72452943,-117.2282333,-11.5,-124
6598,32.72687912,-117.2282639,32.7226324,-117.2282639,-14.80000019,-131
3700,32.72688293,-117.2281952,32.72869054,-117.2281952,4.800000191,-110
3730,32.72688293,-117.2282257,32.72037261,-117.2282257,-14.80000019,-111
3781,32.72688293,-117.2283173,32.72869054,-117.2283173,-7,-119
4009,32.72688293,-117.2284775,32.728128,-117.2284775,0.5,-106
5269,32.72688293,-117.2282104,32.72869054,-117.2282104,-2.799999952,-116
6029,32.72688293,-117.228157,32.72671525,-117.228157,-11.80000019,-127
6073,32.72688293,-117.2283096,32.72312371,-117.2283096,-13.19999981,-123
6089,32.72688293,-117.228241,32.72869054,-117.228241,-0.800000012,-110
6099,32.72688293,-117.2282104,32.72869054,-117.2282104,-3.200000048,-113
6105,32.72688293,-117.2282486,32.72869054,-117.2282486,1.200000048,-111
6119,32.72688293,-117.2281723,32.72037261,-117.2281723,-4.199999809,-115
6177,32.72688293,-117.2283478,32.72869054,-117.2283478,-0.5,-113
6198,32.72688293,-117.2283096,32.72037261,-117.2283096,-5,-114
6365,32.72688293,-117.2283096,32.72869054,-117.2283096,0.800000012,-112
6380,32.72688293,-117.228363,32.72037261,-117.228363,-5.800000191,-115
5189,32.72688675,-117.2282028,32.72869054,-117.2282028,-4.800000191,-118
5273,32.72688675,-117.2282257,32.72869054,-117.2282257,4.199999809,-107
5944,32.72688675,-117.2282104,32.73386694,-117.2282104,-16.20000076,-124
5968,32.72688675,-117.2281876,32.72671525,-117.2281876,-14.5,-128
5977,32.72688675,-117.2283783,32.72312371,-117.2283783,-10.19999981,-122
6030,32.72688675,-117.228157,32.72037261,-117.228157,4,-109
6059,32.72688675,-117.2282562,32.72671525,-117.2282562,-12.5,-126
6117,32.72688675,-117.2282257,32.72312371,-117.2282257,-8,-117
6188,32.72688675,-117.2282486,32.72037261,-117.2282486,-4.5,-112
6329,32.72688675,-117.2283707,32.72312371,-117.2283707,-9.5,-117
6350,32.72688675,-117.2283401,32.72869054,-117.2283401,0.800000012,-109
6404,32.72688675,-117.228447,32.72312371,-117.228447,-13.5,-124
6497,32.72688675,-117.2281952,32.73579456,-117.2281952,-16.20000076,-117
3664,32.72689056,-117.2283173,32.72869054,-117.2283173,4.5,-107
3680,32.72689056,-117.2282562,32.72869054,-117.2282562,8,-99
3710,32.72689056,-117.2280045,32.72869054,-117.2280045,-0.800000012,-113
3916,32.72689056,-117.2282944,32.728128,-117.2282944,6,-100
4149,32.72689056,-117.2282715,32.72869054,-117.2282715,1,-111
4161,32.72689056,-117.2284012,32.72869054,-117.2284012,-9,-121
5275,32.72689056,-117.2282486,32.72037261,-117.2282486,1.5,-109
5972,32.72689056,-117.2282562,32.72671525,-117.2282562,-15.5,-129
5981,32.72689056,-117.2282181,32.72671525,-117.2282181,-14.80000019,-129
5998,32.72689056,-117.2281342,32.728128,-117.2281342,6.800000191,-103
6011,32.72689056,-117.228157,32.72671525,-117.228157,-12.80000019,-128
6096,32.72689056,-117.2282639,32.72869054,-117.2282639,-3,-116
6107,32.72689056,-117.2282715,32.728128,-117.2282715,4,-102
6120,32.72689056,-117.2281723,32.72312371,-117.2281723,-6.800000191,-119
6484,32.72689056,-117.2283249,32.73386694,-117.2283249,-14.5,-117
6496,32.72689056,-117.228157,32.72037261,-117.228157,-4.5,-117
6508,32.72689056,-117.2283325,32.72869054,-117.2283325,4,-108
6513,32.72689056,-117.2282791,32.73386694,-117.2282791,-11,-115
6523,32.72689056,-117.2281876,32.728128,-117.2281876,9,-100
3785,32.72689438,-117.2283478,32.72869054,-117.2283478,-4.5,-116
3923,32.72689438,-117.2282486,32.73386694,-117.2282486,-12.80000019,-118
4111,32.72689438,-117.2284317,32.73386694,-117.2284317,-16.20000076,-120
4172,32.72689438,-117.2283783,32.72869054,-117.2283783,-10.80000019,-121
5267,32.72689438,-117.2280273,32.728128,-117.2280273,-4.199999809,-117
5989,32.72689438,-117.2282639,32.73386694,-117.2282639,-12.80000019,-118
5991,32.72689438,-117.228035,32.72869054,-117.228035,-1.200000048,-113
6074,32.72689438,-117.228302,32.72869054,-117.228302,0.800000012,-109
6173,32.72689438,-117.2282639,32.7226324,-117.2282639,-15.80000019,-131
6189,32.72689438,-117.2281799,32.72869054,-117.2281799,-10.80000019,-125
6230,32.72689438,-117.2279892,32.72312371,-117.2279892,-13.5,-120
6296,32.72689438,-117.2282944,32.72869054,-117.2282944,0.5,-112
6386,32.72689438,-117.228302,32.73386694,-117.228302,-16.20000076,-121
6502,32.72689438,-117.2283859,32.72312371,-117.2283859,-12.5,-124
6515,32.72689438,-117.2283096,32.72312371,-117.2283096,-13.19999981,-122
6546,32.72689438,-117.2282562,32.72869054,-117.2282562,-1,-111
3780,32.72689819,-117.2282944,32.72869054,-117.2282944,1.200000048,-111
3801,32.72689819,-117.2283096,32.72671525,-117.2283096,-16.79999924,-132
3816,32.72689819,-117.2281189,32.72869054,-117.2281189,-10.80000019,-125
3903,32.72689819,-117.228302,32.72869054,-117.228302,-1.5,-117
3995,32.72689819,-117.2280655,32.728128,-117.2280655,5.199999809,-104
5947,32.72689819,-117.2282791,32.72452943,-117.2282791,-14.80000019,-126
5982,32.72689819,-117.2282181,32.73386694,-117.2282181,-13.80000019,-116
5994,32.72689819,-117.228363,32.72869054,-117.228363,-0.5,-112
5996,32.72689819,-117.2283096,32.72869054,-117.2283096,-0.200000003,-112
6012,32.72689819,-117.2281647,32.72671525,-117.2281647,-12.80000019,-127
6069,32.72689819,-117.2282486,32.728128,-117.2282486,6.5,-101
6072,32.72689819,-117.2282715,32.72869054,-117.2282715,-2.200000048,-109
6093,32.72689819,-117.2282486,32.72037261,-117.2282486,-1.200000048,-114
6122,32.72689819,-117.2282562,32.728128,-117.2282562,3.5,-103
6124,32.72689819,-117.2282867,32.72869054,-117.2282867,-3.799999952,-115
6316,32.72689819,-117.2283554,32.72671525,-117.2283554,-16.20000076,-130
6322,32.72689819,-117.2283096,32.72037261,-117.2283096,-6.5,-117
6357,32.72689819,-117.2283936,32.72869054,-117.2283936,-1.5,-114
6483,32.72689819,-117.2283401,32.72869054,-117.2283401,0.800000012,-112
6521,32.72689819,-117.228241,32.72869054,-117.228241,-2.799999952,-111
6562,32.72689819,-117.2282867,32.72869054,-117.2282867,3,-108
3616,32.72690201,-117.2283707,32.72869054,-117.2283707,7.5,-103
3626,32.72690201,-117.2283401,32.72869054,-117.2283401,4.5,-106
3728,32.72690201,-117.228035,32.72869054,-117.228035,3.799999952,-108
3772,32.72690201,-117.2281723,32.72869054,-117.2281723,-7.5,-118
3775,32.72690201,-117.2282944,32.72037261,-117.2282944,-12.80000019,-115
3800,32.72690201,-117.2282791,32.72869054,-117.2282791,2,-110
3845,32.72690201,-117.2282028,32.72037261,-117.2282028,-14,-114
4028,32.72690201,-117.2282867,32.72869054,-117.2282867,-6.199999809,-112
5265,32.72690201,-117.2281876,32.72869054,-117.2281876,-8,-120
5958,32.72690201,-117.2281647,32.72671525,-117.2281647,-13.5,-128
5971,32.72690201,-117.2283096,32.728128,-117.2283096,-4.5,-117
5995,32.72690201,-117.2284088,32.72671525,-117.2284088,-13.19999981,-127
6090,32.72690201,-117.2282028,32.73386694,-117.2282028,-13.5,-118
6194,32.72690201,-117.2283401,32.728128,-117.2283401,8.5,-103
6221,32.72690201,-117.2286911,32.72312371,-117.2286911,-9.199999809,-122
6324,32.72690201,-117.2283249,32.728128,-117.2283249,6,-102
6339,32.72690201,-117.2283478,32.72312371,-117.2283478,-8.5,-119
6344,32.72690201,-117.2283249,32.72312371,-117.2283249,-5.5,-118
6349,32.72690201,-117.2283173,32.72452943,-117.2283173,-14.80000019,-128
6525,32.72690201,-117.2281799,32.72037261,-117.2281799,-10.80000019,-114
6531,32.72690201,-117.2281876,32.72869054,-117.2281876,0.200000003,-111
6594,32.72690201,-117.2283554,32.72869054,-117.2283554,6,-104
3610,32.72690582,-117.2283554,32.728128,-117.2283554,4,-106
3620,32.72690582,-117.2282791,32.72869054,-117.2282791,7.199999809,-102
3689,32.72690582,-117.2283707,32.72037261,-117.2283707,-14,-114
3812,32.72690582,-117.2280731,32.72869054,-117.2280731,1,-112
3942,32.72690582,-117.2283096,32.72869054,-117.2283096,-1.200000048,-112
3981,32.72690582,-117.2281952,32.72869054,-117.2281952,3.5,-110
4041,32.72690582,-117.2280197,32.728128,-117.2280197,1.5,-103
5185,32.72690582,-117.2281723,32.72869054,-117.2281723,-7,-121
5974,32.72690582,-117.2283401,32.728128,-117.2283401,3.5,-107
6092,32.72690582,-117.2282104,32.72037261,-117.2282104,-3,-115
6186,32.72690582,-117.2282639,32.72037261,-117.2282639,-6.5,-112
6199,32.72690582,-117.2282639,32.72312371,-117.2282639,-9.5,-116
6208,32.72690582,-117.2283478,32.72869054,-117.2283478,-1,-111
6290,32.72690582,-117.228302,32.728128,-117.228302,4.199999809,-104
6333,32.72690582,-117.2282181,32.72312371,-117.2282181,-8.199999809,-120
6337,32.72690582,-117.2282257,32.728128,-117.2282257,4.199999809,-102
6343,32.72690582,-117.2283554,32.72452943,-117.2283554,-13.19999981,-123
6383,32.72690582,-117.2283859,32.72869054,-117.2283859,-6,-118
6399,32.72690582,-117.2282333,32.72312371,-117.2282333,-11,-122
6522,32.72690582,-117.2282562,32.72869054,-117.2282562,-0.800000012,-110
6566,32.72690582,-117.228302,32.72037261,-117.228302,-2.200000048,-113
3651,32.72690964,-117.2281723,32.728128,-117.2281723,2,-106
3673,32.72690964,-117.228157,32.72869054,-117.228157,0.800000012,-107
3782,32.72690964,-117.2283173,32.728128,-117.2283173,3.799999952,-106
3813,32.72690964,-117.2277832,32.72869054,-117.2277832,-2.200000048,-115
3815,32.72690964,-117.2281113,32.728128,-117.2281113,-2.5,-108
3842,32.72690964,-117.2281265,32.72869054,-117.2281265,-2.799999952,-115
3996,32.72690964,-117.2281799,32.728128,-117.2281799,3,-102
4046,32.72690964,-117.2283478,32.73386694,-117.2283478,-12.80000019,-117
4129,32.72690964,-117.2283249,32.72869054,-117.2283249,-0.800000012,-110
4163,32.72690964,-117.2285538,32.72869054,-117.2285538,1,-109
4180,32.72690964,-117.2283325,32.72037261,-117.2283325,-9.199999809,-117
4813,32.72690964,-117.2282715,32.73386694,-117.2282715,-13.80000019,-114
6070,32.72690964,-117.2282791,32.72869054,-117.2282791,3.200000048,-107
6081,32.72690964,-117.2282791,32.72037261,-117.2282791,-1.5,-107
6116,32.72690964,-117.2282257,32.728128,-117.2282257,3.799999952,-104
6213,32.72690964,-117.2283707,32.72869054,-117.2283707,-7.199999809,-118
6340,32.72690964,-117.2283401,32.72869054,-117.2283401,-3,-116
